application_id,top_feature,explanation,rule_reasons
APP_0001,credit_score_vs_dti,Score=0.000 with DTI=0.08 and CS=538,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": false, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": false}"
APP_0002,credit_score_vs_dti,Score=0.000 with DTI=0.98 and CS=383,"{""max_dti_ok"": false, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": false}"
APP_0003,credit_score_vs_dti,Score=1.000 with DTI=0.08 and CS=733,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0004,credit_score_vs_dti,Score=1.000 with DTI=0.26 and CS=647,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": false, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": false, ""credit_score_soft_ok"": true}"
APP_0005,credit_score_vs_dti,Score=0.000 with DTI=0.75 and CS=573,"{""max_dti_ok"": false, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0006,credit_score_vs_dti,Score=0.000 with DTI=0.72 and CS=516,"{""max_dti_ok"": false, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": false}"
APP_0007,credit_score_vs_dti,Score=0.000 with DTI=0.50 and CS=384,"{""max_dti_ok"": false, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": false}"
APP_0008,credit_score_vs_dti,Score=1.000 with DTI=0.14 and CS=807,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0009,credit_score_vs_dti,Score=1.000 with DTI=0.21 and CS=656,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": false, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": false, ""credit_score_soft_ok"": true}"
APP_0010,credit_score_vs_dti,Score=0.000 with DTI=0.18 and CS=475,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": false, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": false}"
APP_0011,credit_score_vs_dti,Score=0.000 with DTI=0.15 and CS=527,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": false}"
APP_0012,credit_score_vs_dti,Score=1.000 with DTI=1.24 and CS=699,"{""max_dti_ok"": false, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0013,credit_score_vs_dti,Score=1.000 with DTI=0.23 and CS=695,"{""max_dti_ok"": true, ""min_emp_years_ok"": false, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0014,credit_score_vs_dti,Score=0.000 with DTI=0.11 and CS=553,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0015,credit_score_vs_dti,Score=0.000 with DTI=0.34 and CS=466,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": false}"
APP_0016,credit_score_vs_dti,Score=1.000 with DTI=0.07 and CS=662,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0017,credit_score_vs_dti,Score=1.000 with DTI=0.01 and CS=662,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": false, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0018,credit_score_vs_dti,Score=0.976 with DTI=0.22 and CS=629,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": false, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0019,credit_score_vs_dti,Score=0.000 with DTI=0.26 and CS=340,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": false}"
APP_0020,credit_score_vs_dti,Score=0.000 with DTI=0.62 and CS=560,"{""max_dti_ok"": false, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0021,credit_score_vs_dti,Score=1.000 with DTI=0.33 and CS=637,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0022,credit_score_vs_dti,Score=1.000 with DTI=0.37 and CS=822,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0023,credit_score_vs_dti,Score=0.000 with DTI=0.51 and CS=589,"{""max_dti_ok"": false, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": false, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": false, ""credit_score_soft_ok"": true}"
APP_0024,credit_score_vs_dti,Score=0.000 with DTI=0.43 and CS=488,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": false}"
APP_0025,credit_score_vs_dti,Score=0.000 with DTI=0.89 and CS=605,"{""max_dti_ok"": false, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": false, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0026,credit_score_vs_dti,Score=0.000 with DTI=0.03 and CS=397,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": false}"
APP_0027,credit_score_vs_dti,Score=0.000 with DTI=0.37 and CS=349,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": false}"
APP_0028,credit_score_vs_dti,Score=1.000 with DTI=0.17 and CS=672,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0029,credit_score_vs_dti,Score=1.000 with DTI=0.37 and CS=842,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0030,credit_score_vs_dti,Score=1.000 with DTI=0.98 and CS=765,"{""max_dti_ok"": false, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0031,credit_score_vs_dti,Score=0.960 with DTI=0.13 and CS=621,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": false, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0032,credit_score_vs_dti,Score=0.000 with DTI=0.10 and CS=322,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": false}"
APP_0033,credit_score_vs_dti,Score=1.000 with DTI=0.68 and CS=843,"{""max_dti_ok"": false, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": false, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0034,credit_score_vs_dti,Score=0.000 with DTI=0.59 and CS=547,"{""max_dti_ok"": false, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": false}"
APP_0035,credit_score_vs_dti,Score=0.000 with DTI=0.08 and CS=459,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": false}"
APP_0036,credit_score_vs_dti,Score=1.000 with DTI=0.53 and CS=790,"{""max_dti_ok"": false, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": false, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0037,credit_score_vs_dti,Score=1.000 with DTI=0.54 and CS=710,"{""max_dti_ok"": false, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0038,credit_score_vs_dti,Score=1.000 with DTI=0.06 and CS=712,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0039,credit_score_vs_dti,Score=0.000 with DTI=0.40 and CS=452,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": false}"
APP_0040,credit_score_vs_dti,Score=1.000 with DTI=0.39 and CS=845,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0041,credit_score_vs_dti,Score=0.000 with DTI=0.45 and CS=549,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": false}"
APP_0042,credit_score_vs_dti,Score=0.000 with DTI=0.06 and CS=592,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0043,credit_score_vs_dti,Score=1.000 with DTI=0.09 and CS=713,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0044,credit_score_vs_dti,Score=1.000 with DTI=0.35 and CS=662,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0045,credit_score_vs_dti,Score=0.000 with DTI=0.17 and CS=394,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": false}"
APP_0046,credit_score_vs_dti,Score=0.000 with DTI=0.20 and CS=466,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": false}"
APP_0047,credit_score_vs_dti,Score=0.000 with DTI=0.14 and CS=498,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": false}"
APP_0048,credit_score_vs_dti,Score=1.000 with DTI=0.89 and CS=821,"{""max_dti_ok"": false, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": false, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": false, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0049,credit_score_vs_dti,Score=1.000 with DTI=0.15 and CS=692,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0050,credit_score_vs_dti,Score=0.000 with DTI=0.36 and CS=501,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": false, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": false}"
APP_0051,credit_score_vs_dti,Score=1.000 with DTI=0.91 and CS=704,"{""max_dti_ok"": false, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0052,credit_score_vs_dti,Score=1.000 with DTI=0.31 and CS=706,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0053,credit_score_vs_dti,Score=0.000 with DTI=0.00 and CS=516,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": false}"
APP_0054,credit_score_vs_dti,Score=0.000 with DTI=1.30 and CS=521,"{""max_dti_ok"": false, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": false}"
APP_0055,credit_score_vs_dti,Score=1.000 with DTI=0.01 and CS=791,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0056,credit_score_vs_dti,Score=0.004 with DTI=1.17 and CS=609,"{""max_dti_ok"": false, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0057,credit_score_vs_dti,Score=0.000 with DTI=0.01 and CS=382,"{""max_dti_ok"": true, ""min_emp_years_ok"": false, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": false}"
APP_0058,credit_score_vs_dti,Score=1.000 with DTI=0.33 and CS=695,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0059,credit_score_vs_dti,Score=0.974 with DTI=0.21 and CS=624,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": false, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": false, ""credit_score_soft_ok"": true}"
APP_0060,credit_score_vs_dti,Score=0.000 with DTI=0.03 and CS=579,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0061,credit_score_vs_dti,Score=1.000 with DTI=0.75 and CS=698,"{""max_dti_ok"": false, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": false, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0062,credit_score_vs_dti,Score=1.000 with DTI=0.37 and CS=798,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
APP_0063,credit_score_vs_dti,Score=0.000 with DTI=0.12 and CS=481,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": false}"
APP_0064,credit_score_vs_dti,Score=0.000 with DTI=0.34 and CS=530,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": false}"
APP_0065,credit_score_vs_dti,Score=0.000 with DTI=0.14 and CS=404,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": false}"
APP_0066,credit_score_vs_dti,Score=1.000 with DTI=0.13 and CS=655,"{""max_dti_ok"": true, ""min_emp_years_ok"": true, ""min_credit_hist_ok"": false, ""salary_floor_ok"": true, ""max_delinquencies_ok"": true, ""max_current_loans_ok"": true, ""req_range_ok"": true, ""term_allowed_ok"": true, ""income_debt_ratio_ok"": true, ""credit_score_soft_ok"": true}"
